RECEIPT_ID,USER_ID,BARCODE,FINAL_QUANTITY,FINAL_SALE,PURCHASE_DATE,SCAN_DATE,STORE_NAME
00962590-afef-488c-8b61-ddaadfebd30c,6408a62b507a5144b14aeecc,49000000443,1.0,2.48,2024-08-07,2024-08-23 16:42:00.939000+00:00,THE HOME DEPOT
0099f129-6493-4bb5-88b4-d0a34f9951f9,63d402d955e4cd39e5de3265,41129077054,1.0,1.79,2024-07-25,2024-07-25 09:17:19.662000+00:00,FRED MEYER
009f2192-2024-43e5-ade7-50aac78f56b8,65c91f35fe555d15f2882ef4,13000000000,1.0,1.2,2024-06-23,2024-06-26 08:28:03.421000+00:00,COSTCO
009f385f-26ea-4e01-aabc-3ff41e87f979,65ea541116cc39173214f32c,644209405565,1.0,1.54,2024-07-20,2024-07-20 14:33:16.152000+00:00,WALMART
00a5d22b-da5d-45d4-8713-ad8fc0a23031,61d37834a96a6529f73c334e,78742285443,1.0,1.42,2024-08-04,2024-08-04 20:56:57.091000+00:00,WALMART
00a76f01-6e6e-43da-8c86-5a95c4c28503,62bf2c8dbaa38d1a1f6b9f80,78742097282,1.0,1.46,2024-07-28,2024-07-28 13:50:51.788000+00:00,WALMART
00a89f12-cc3c-4ba7-9390-4df88d79800c,5eb4736e272aaa13d7657d6c,38000138430,1.0,2.0,2024-07-14,2024-07-15 12:49:05.554000+00:00,WALMART
00a9a4f4-7a77-43df-a399-b7e395272346,6337b14715ed3b252170cfb1,78742097282,1.0,1.46,2024-07-11,2024-07-20 08:25:36.559000+00:00,WALMART
00acce38-6e60-43ef-b717-f8486bc0ec20,62961c3e347e260b0a0056fe,33383664002,1.0,0.99,2024-07-16,2024-07-16 17:49:44.454000+00:00,MARKET BASKET
00ace867-29ae-4196-a043-e2c7ce91e004,6663626de04f743a096dfdd8,96619321063,1.0,12.9,2024-08-24,2024-08-25 16:51:49.218000+00:00,COSTCO
00ad12b5-a990-4f56-b7d8-78a506c36529,610a8541ca1fab5b417b5d33,40000001607,1.0,2.39,2024-08-18,2024-08-18 16:22:58.531000+00:00,7-ELEVEN
00b1c163-f019-4dd7-96f7-80c5c76bed01,64dd3e41b7f2cddac1b065cc,12000171529,1.0,3.72,2024-06-30,2024-07-01 10:52:14.634000+00:00,WALMART
00be5059-6331-4054-866e-18811c1ee151,6587946da19104bccf2d15bb,888109010096,1.0,1.39,2024-06-23,2024-06-23 16:04:48.355000+00:00,GIANT EAGLE
00bf4b9b-fee1-44b3-844a-bd79eded2f66,649c5063127ddb5d7f014156,28400516464,1.0,6.29,2024-08-29,2024-08-29 10:57:55.916000+00:00,HY-VEE
00c2f7f7-b7cf-4e3b-84c5-2901141f4898,666de22c465f309038ab0f5a,70462035964,1.0,3.0,2024-08-24,2024-09-06 17:01:15.110000+00:00,DOLLAR GENERAL STORE
00c95105-f923-4d84-942e-069b7adee744,639a12595ebaba5b27558dc4,36000546545,1.0,24.94,2024-07-21,2024-07-21 11:50:28.988000+00:00,WALMART
00cb7e03-ed2f-42f1-982e-9684b7518d35,5b93bc87496bd413372d23b3,14800001822,1.0,3.7,2024-07-30,2024-07-31 09:29:09.419000+00:00,WALMART
00cc00bf-459e-4ab5-8948-fe8310c1fcd7,64d3e881c606ac082997170a,871760001497,1.0,4.49,2024-06-20,2024-06-20 15:21:22.346000+00:00,TARGET
00d61b32-dcae-4d08-9df9-e93142652367,648a07c4ad5b7af76e97383c,853584002294,1.0,6.47,2024-07-31,2024-07-31 20:35:59.125000+00:00,WALMART
00d9009e-e275-4a9d-92c6-85ef2e80fffe,5f1e251458dc8c148b24dd8f,300450488282,2.0,23.98,2024-09-03,2024-09-03 18:58:48.070000+00:00,WALGREENS
00dcfa3c-1b88-466e-ab98-e334132dcc2a,5c475e8917eb5512c20d6429,70200838123,1.0,4.25,2024-06-19,2024-06-19 16:46:57.823000+00:00,DOLLAR GENERAL STORE
00ddcf6f-b155-4cda-a9c0-65ef44a5cf57,656917a4bc6a13d85a5d205a,21000774364,1.0,4.88,2024-08-03,2024-08-16 16:35:20.178000+00:00,WALMART
00e04ea3-741d-4bd4-a1d0-81519a7c873e,662ee9d14ae4d6ef29f9fa6d,30000437698,1.0,5.48,2024-07-27,2024-07-29 07:06:29.487000+00:00,SAM'S CLUB
00e36f43-8367-4794-8f0f-abe185c07f97,65a46a23b08449ff8da99881,381519186806,1.0,3.97,2024-09-07,2024-09-07 17:15:28.569000+00:00,WALMART
00e5001c-750a-4dea-bfdc-ff9ebbd7399b,602abe48c629ac12dd5d7286,51000129116,1.0,3.25,2024-08-02,2024-08-02 22:54:56.554000+00:00,DOLLAR GENERAL STORE
00e83779-5a9f-4201-a965-6d0579124e87,63695999f6269159fcb362b8,311111926999,1.0,5.49,2024-07-12,2024-07-12 16:15:48.988000+00:00,KROGER
00e967ca-2882-4bd9-b95c-ceab9f437ff5,62efea0c678af3b6c9705635,78742082752,1.0,0.88,2024-08-26,2024-08-29 13:03:18.828000+00:00,WALMART
00edd031-f260-43c1-b0f8-d41ecf3ce609,5e94f61e3d9d3d13a4d080a0,38000317101,1.0,0.03,2024-07-18,2024-07-22 11:29:44.423000+00:00,CVS
00eed510-5a95-4a13-b18e-1aa69525d1dc,6379066bd55f5b4e9fb8b52c,79400457400,1.0,1.99,2024-08-03,2024-08-03 13:08:22.652000+00:00,WHISPERING PINES FRUIT FARMS
00f0be46-afc8-48c4-8dc3-dd93a666cab4,6245e8c383afad7c91f623dd,72320111766,1.0,1.0,2024-06-16,2024-06-18 13:05:40.418000+00:00,DOLLAR GENERAL STORE
00f0c522-d32d-4307-b254-71c20fc03cc1,6200361a1febf771966eb0e9,13562302154,1.0,3.99,2024-08-19,2024-08-21 09:11:06.207000+00:00,JEWEL OSCO
00f51178-6637-4784-914f-fd3544e6d663,645050efdd0d304fbd882685,311111998491,1.0,4.69,2024-08-04,2024-08-04 15:51:18.092000+00:00,SHELL
00f52731-6920-4e0f-8c8c-85f2de37b773,636bf9cde81cf793db510ff7,311111285133,1.0,45.99,2024-09-04,2024-09-04 16:22:35.916000+00:00,COSTCO
00f5d805-c164-4664-9540-ce5a1a3d43d3,62e9a8b448cc27464567216f,44000069186,1.0,5.68,2024-08-06,2024-08-06 23:46:36.850000+00:00,WINCO FOODS
00f8ac97-ff19-4a0f-9e7d-f817a12831c2,60410137522a4a12f0b78137,346581210064,1.0,5.23,2024-06-15,2024-06-17 09:30:45.579000+00:00,WALMART
00f8c740-98a5-4840-8868-eb7e25dfa588,62c04a31b79924d29cbdfc93,77975093429,1.0,14.98,2024-07-25,2024-07-25 10:28:03.742000+00:00,SAM'S CLUB
00fcd1fc-fe3d-492a-8768-0d70e5ba8626,5d30d1b18edb07558a788911,12700158042,1.0,2.22,2024-08-20,2024-08-21 06:29:48.744000+00:00,WALMART
0100e8c3-516d-480c-960e-11d02f5c4b4f,5b606e61c55fdc0f3d440923,78742368733,1.0,1.48,2024-06-24,2024-06-25 09:04:39.119000+00:00,WALMART
01037c5c-a022-40d0-a694-00bafcd61f8b,62578512bb76b54a63a1e117,37000979715,1.0,10.09,2024-08-18,2024-08-18 10:41:41.061000+00:00,TARGET
0106faa2-e01f-4010-89de-a23a2c2c30ff,5c1b9ccffe4bf810fd5189ae,70662096338,1.0,1.46,2024-06-28,2024-06-28 17:25:22.114000+00:00,WALMART
011212e8-88d3-4374-beeb-109a199ae610,634896103f72c44d67948f2b,757528008680,1.0,2.49,2024-06-14,2024-06-14 20:26:34.699000+00:00,FOODS CO
01135e47-744c-4f2e-a944-0e4e427e3906,64f297d6c65c76a8489ea310,78742376691,1.0,2.44,2024-06-15,2024-06-19 13:32:24.968000+00:00,WALMART
0113c249-0bc9-421e-a920-62ec8f0e06d3,6155d957e40e634e812f276d,72799035501,1.0,1.25,2024-07-15,2024-07-19 06:15:50.649000+00:00,DOLLAR TREE STORES INC
011a1a4d-2bcb-45f8-a537-fb8b7732de41,5cd607d7d5e9d721cacd517c,78742126050,4.0,4.68,2024-07-01,2024-07-02 23:58:21.221000+00:00,WALMART
011cf9b8-b7cb-496a-b161-f0f3bafc8b99,65f9cbeb7756e548cb8586ee,44000032111,1.0,1.25,2024-06-12,2024-06-13 06:49:24.467000+00:00,DOLLAR TREE STORES INC
011d5a04-add4-4da7-a7ae-2a9ece97bba6,5ed68fa829e51d13c8d7c63e,30772018460,1.0,6.0,2024-07-02,2024-07-02 19:22:03.450000+00:00,DOLLAR GENERAL STORE
01215948-b7cb-44a0-93cf-8c0b27b8ee0e,5ccbaa823267806260087f23,28400044004,1.0,18.98,2024-07-21,2024-07-23 12:58:19.723000+00:00,SAM'S CLUB
01215bb2-ca3f-4141-be1c-a9d6ef2ac3ad,5c19af27fe4bf82b9ab1c977,15300440326,1.0,1.48,2024-08-31,2024-08-31 18:32:41.081000+00:00,WALMART
01277e1a-1699-419b-b1f5-c9d05c59ef47,66290233451fea1e8ceb0090,73731001233,1.0,4.47,2024-08-20,2024-08-20 14:55:18.771000+00:00,WALMART
01281a63-c963-4a78-a4ec-f132db75b710,64cfbe493cb069b5eac9f277,78742008059,1.0,1.98,2024-06-13,2024-06-13 13:50:09.501000+00:00,WALMART
01284aaf-8c2d-4dec-a105-a6b242f1b255,667a255286cc41b000cd1ab8,311111524829,1.0,8.99,2024-07-02,2024-07-04 14:15:12.706000+00:00,FOOD LION
012e8bae-4f95-4b97-9c36-d004c4b8e526,640544de80552327897113c3,41780272096,1.0,3.5,2024-08-21,2024-08-22 21:56:51.276000+00:00,DOLLAR GENERAL STORE
012e9d0d-b21d-4333-ad45-3bea926a1195,63d2811f55e4cd39e5dd2ca8,78742346342,1.0,1.67,2024-08-18,2024-08-18 08:42:31.506000+00:00,WALMART
012f1e45-d549-4568-a05a-30475bf01728,63430a4034de29ce9a62cf13,813805002328,1.0,2.0,2024-09-01,2024-09-02 14:08:23.265000+00:00,FIVE BELOW
012fb03d-1e1d-4175-9a71-c16f4bd05fc4,60fb1b9881e3cd0a49a3fc85,16000152434,1.0,1.12,2024-09-03,2024-09-04 06:30:46.223000+00:00,CVS
012fd6ee-4fc4-4b71-82c0-8376bd20335a,617c09b591b8c71d01ab4306,37100033027,2.0,1.58,2024-07-13,2024-07-13 12:09:02.727000+00:00,GROCERY OUTLET BARGAIN MARKET
01311dde-3cec-4269-ba9e-ff54e656320b,5df5072d96284f11dc081241,311111098351,1.0,9.97,2024-07-20,2024-07-20 22:05:03.125000+00:00,SMART SHOP
01383ad3-b77f-4cca-b3e2-f15116cecda7,6362888c081c883342a928f1,74601006402,2.0,4.04,2024-07-07,2024-07-07 14:03:53.834000+00:00,TINKEN AFB COMMIE
014707d6-6ebc-4b7a-9098-ab5858730cff,5df3f036c19128121b2ee8ae,72799060701,1.0,4.0,2024-08-31,2024-08-31 14:41:43.922000+00:00,DOLLAR GENERAL STORE
0148f6ce-38ae-4122-bf4c-a2b2d4fd914e,6387be1cd6f2a49c499ff044,51000222121,1.0,3.75,2024-08-23,2024-08-29 07:17:41.351000+00:00,DOLLAR GENERAL STORE
014ce460-c133-470c-9ec3-2ac06c67bc5d,637e7b22d6f2a49c499453f1,888109150044,1.0,2.48,2024-07-02,2024-07-02 19:31:15.317000+00:00,WALMART
014d1050-528d-4682-9c42-9161a5c1c760,61e5ab6d713c892706796947,38000222870,1.0,4.88,2024-08-04,2024-08-04 16:25:00.635000+00:00,WALMART
014e6ba7-4f7d-4443-b32f-43e3aa1a6942,62d5cc4ca34160b30034c478,35000985101,1.0,1.79,2024-08-26,2024-08-26 18:37:52.240000+00:00,WALGREENS
014ec561-fd3f-49a8-9a93-d37d998a0d40,6101f2a86fa7303db6f90f70,34000399970,1.0,15.99,2024-07-13,2024-07-21 15:45:26.099000+00:00,ALBERTSONS
01568fce-c5c0-45cb-9a5e-21122efe9c29,5c3bb8338b40e528f42a2467,16000139787,2.0,5.78,2024-07-26,2024-07-27 06:50:37.309000+00:00,TARGET
01577030-c77f-426b-aac8-d11849fd1dbb,65bfa5dbe43f8851491ca8dd,757528009113,1.0,14.24,2024-07-07,2024-07-08 03:16:14.501000+00:00,WALMART
01592614-76c7-4a70-af8f-a8f33090d3f2,5ff4e5675a8ac51260da9495,311111172082,3.11,2.79,2024-07-16,2024-07-16 23:22:05.691000+00:00,IGA
015b2687-6a16-4c83-9858-fe12a3d95219,6112c2ed0bd7c52ed9104907,807176714126,1.0,2.18,2024-08-15,2024-08-20 16:43:04.125000+00:00,WALMART
015def4c-a3af-4dfa-bb0e-e4cc3cdc74c5,64b083df6a6d85cc260056a6,44000060657,1.0,5.98,2024-07-03,2024-07-03 12:45:11.446000+00:00,WALMART
0160a16f-266c-4c22-a101-86ed54ebf659,6220f9626d68df7c6d9bb4d3,48121108021,1.0,3.92,2024-06-18,2024-06-18 23:14:02.142000+00:00,WALMART
016896f6-11af-42be-9328-aef05eb2d1a0,626379e49fbd0719f505a631,311111336675,1.0,1.25,2024-07-05,2024-07-16 09:53:05.511000+00:00,FAMILY DOLLAR
016c16e8-a2ee-45a9-aeb3-49f730d1a9b6,63e96fd818d26a8e6a5c00ab,37000879794,1.0,8.99,2024-08-03,2024-08-03 23:49:06.327000+00:00,TARGET
016dfebb-7c11-4d1a-84c5-933b7300c29e,626084d79d734d183cb1c1b4,41497279906,1.0,2.17,2024-09-06,2024-09-06 15:15:47.249000+00:00,WEIS
0173fb40-ee90-496a-a448-d4548d14ace1,636fe210e81cf793db543eac,22000298379,1.0,3.0,2024-07-01,2024-07-01 11:26:47.782000+00:00,FIVE BELOW
017f8388-76dc-42f6-b16b-e13b77088cc3,64986a4a127ddb5d7f004fa2,71026000312,1.0,3.78,2024-08-18,2024-08-18 14:50:39.120000+00:00,WALMART
01827173-b3b4-4825-9fa4-551cde911ed9,646253528570d7dec4548849,25600001325,1.0,2.29,2024-08-15,2024-08-15 10:36:48.488000+00:00,FASTRAC
0182af6e-1c88-4994-ae36-bcb4cfda320e,5f8dfa0594b03e1674a3c8ce,70662055038,1.0,1.5,2024-08-31,2024-09-08 10:58:45.711000+00:00,DOLLAR GENERAL STORE
01877c65-dc4f-45a3-bf54-e2b46ffb9094,61a262c39c135b462ccd0c8d,755795950329,1.0,3.41,2024-08-20,2024-08-22 09:07:25.872000+00:00,SAM'S CLUB
0187d0e6-b012-4fd7-8c59-38eddf8c4bcd,60649d0b4e47802a1ef0c81f,78742443201,1.0,2.98,2024-08-09,2024-08-09 16:04:13.421000+00:00,WALMART
018daa0d-f47b-44b7-95b9-af466aa78638,60172ab497b9b412b3cffa2d,49022045750,1.0,3.99,2024-06-21,2024-06-21 09:21:00.162000+00:00,TRADER JOE'S
01943b6b-b3fb-41d4-abcc-e1f21df99584,5f906764542e501679d188f4,41570054420,4.0,23.96,2024-08-12,2024-08-12 14:32:24.352000+00:00,WALGREENS
01943bd2-7f3b-4372-ad8a-3db6fed046ac,637d614aae4fd936d3dfc324,52836145523,1.0,1.88,2024-06-13,2024-06-13 17:54:36.838000+00:00,WALMART
019520fd-f28b-42ff-a29e-d6bf4f5c4b7c,646bdaa67a342372c857b958,41250087700,1.0,2.49,2024-08-19,2024-08-19 11:19:59.681000+00:00,MEIJER
019520fd-f28b-42ff-a29e-d6bf4f5c4b7c,646bdaa67a342372c857b958,41250216056,1.0,3.79,2024-08-19,2024-08-19 11:19:59.681000+00:00,MEIJER
019bcd04-62d7-42a0-9baa-59d1e82cd150,61e723a8ee403b2769124a6d,77633750497,1.0,3.68,2024-07-02,2024-07-02 20:57:35.499000+00:00,COMMISSARY
019c1427-2ba0-4156-a667-152d4551469d,625c97a07429e834eaebce26,888109253134,1.0,1.7,2024-08-20,2024-08-20 12:30:57.624000+00:00,WALMART
019e20fe-2764-4886-b7f8-22afafeac03f,6682d07d465f309038ae1943,13764027138,1.0,5.47,2024-08-19,2024-08-19 11:47:48.844000+00:00,WALMART
019efa95-9997-4ae5-acc3-763e3a670164,664156b11be3d689ceba767d,77449506127,1.0,1.0,2024-07-07,2024-07-08 18:13:14.905000+00:00,FOODLAND
019f46f2-f05f-4005-bd34-3190d068805c,5e3da3a8f8f61412f02db496,381519186967,1.0,4.97,2024-09-07,2024-09-07 15:39:02.804000+00:00,WALMART
01a001a0-9113-4213-a6b1-8f50540a1373,62dfef8d38e4d925546bc4d8,511111703983,1.0,3.99,2024-06-15,2024-06-17 12:36:01.502000+00:00,PAL CAMPO RESTAURANT
01a20bf8-c7ab-4a71-9fef-0111add9814f,63896b4190ad5449ec568edf,30100132196,1.0,6.89,2024-09-08,2024-09-08 11:35:39.044000+00:00,BJ'S WHOLESALE CLUB
01a276d5-2f83-48ad-acaf-a8b92b9bcd39,6105f49da1ffea0b098b01bf,44000031138,1.0,3.88,2024-08-17,2024-08-17 16:37:50.208000+00:00,WALMART
01a70fe0-026f-4bea-9da4-7d13bbf21e9a,614e733372ba844aa8dc345e,41789001215,1.0,0.52,2024-09-02,2024-09-07 16:02:39.835000+00:00,WALMART
01a77763-da90-4358-a97c-9af1ad193e64,60437f982dad0912ca2edb67,311111972927,1.0,4.09,2024-07-22,2024-07-22 12:38:55.858000+00:00,PUBLIX
01a7d329-b995-4c76-8d74-41643000942b,624aff6199e5162ba91c0f5b,895321002006,2.52,5.01,2024-07-05,2024-07-05 10:04:43.841000+00:00,WALMART
01ad4bc4-6869-4b9e-81e5-e27a412a138e,5d92d143bc4725119459649d,16000146440,1.0,6.54,2024-06-22,2024-06-25 20:13:10.684000+00:00,WALMART
01b80fb4-7ae5-4db5-ab42-602539a4c2f2,60f5e4c7d370a40dd6dfde5d,54048675034,1.0,3.28,2024-07-29,2024-08-08 09:03:03.983000+00:00,WALMART
01c48ab6-28cb-4014-838d-618c3cbc7ca9,5dfacef6feb45912ef323f77,80177609,1.0,1.4,2024-09-03,2024-09-03 20:14:19.895000+00:00,CVS
01cdaa22-a912-496b-8287-87cd9e6b3b1a,6160f71f28dab1659e8b5616,-1,1.0,5.0,2024-07-16,2024-07-17 06:37:09.218000+00:00,CARRS
01ce8099-0ec6-4a58-bae8-b42ed832acc0,5e46e61da22eaf13e4a19447,44000060381,1.0,5.29,2024-06-14,2024-06-16 18:32:33.826000+00:00,SHOP RITE
01cf54de-0f0b-4a89-aa35-227ba103ed59,62ec127f4e73e2db30eaadae,311111224057,2.0,6.0,2024-08-10,2024-08-15 07:58:59.635000+00:00,PLAVERS CAFE LIDA
01cf7f70-57d3-4c18-930f-1c2f6e1396f4,6401febaa4f8442c3389d3e8,21000023226,1.0,1.0,2024-07-30,2024-07-30 16:14:56.408000+00:00,WALMART
01d0e64c-0b62-405f-a7bf-2dc04c36a53d,6079c0e9116de356d8ad6485,16000207684,1.0,2.62,2024-08-23,2024-08-26 10:05:19.028000+00:00,WINCO FOODS
01d0e64c-0b62-405f-a7bf-2dc04c36a53d,6079c0e9116de356d8ad6485,51500040027,1.0,3.83,2024-08-23,2024-08-26 10:05:19.028000+00:00,WINCO FOODS
01d43fb6-682d-4ab9-b9d1-b8c0248ec83b,63289210ca87b39d76e10890,605388186850,2.0,3.94,2024-08-22,2024-08-23 09:55:44.955000+00:00,WALMART
01dbdcec-df19-4800-883e-7dd1da32dc6f,6403da2d2a703a1959273019,511111503972,1.0,3.69,2024-07-13,2024-07-26 17:57:04.790000+00:00,WINN-DIXIE
